vessel_id,vessel_type,scheduled_arrival,actual_arrival,departure_time,berth_id,gross_tonnage,length_overall_m
VSL139145,Container,2023-06-22 17:00:00,2023-06-22 21:00:00,2023-06-25 06:00:00,9,114261,305
VSL139146,Tanker,2023-06-22 18:00:00,2023-06-23 02:00:00,2023-06-25 02:00:00,24,101142,384
VSL139147,Bulk,2023-06-22 19:00:00,2023-06-22 23:00:00,2023-06-25 05:00:00,20,43577,163
VSL139148,Tanker,2023-06-22 20:00:00,2023-06-22 20:00:00,2023-06-25 17:00:00,21,89766,270
VSL139149,Container,2023-06-22 21:00:00,2023-06-23 01:00:00,2023-06-24 23:00:00,20,145967,387
VSL139150,Tanker,2023-06-22 22:00:00,2023-06-23 06:00:00,2023-06-24 09:00:00,10,151516,348
VSL139151,Container,2023-06-22 23:00:00,2023-06-23 05:00:00,2023-06-24 18:00:00,23,60855,308
VSL139152,Bulk,2023-06-23 00:00:00,2023-06-23 08:00:00,2023-06-24 11:00:00,21,95649,160
VSL139153,Tanker,2023-06-23 01:00:00,2023-06-23 10:00:00,2023-06-25 13:00:00,14,173868,359
VSL139154,Tanker,2023-06-23 02:00:00,2023-06-23 11:00:00,2023-06-24 07:00:00,1,29018,180
VSL139155,Bulk,2023-06-23 03:00:00,2023-06-23 07:00:00,2023-06-24 22:00:00,22,31440,339
VSL139156,Container,2023-06-23 04:00:00,2023-06-23 06:00:00,2023-06-25 02:00:00,15,61406,234
VSL139157,Container,2023-06-23 05:00:00,2023-06-23 06:00:00,2023-06-24 19:00:00,2,25766,278
VSL139158,Tanker,2023-06-23 06:00:00,2023-06-23 14:00:00,2023-06-25 09:00:00,15,70808,238
VSL139159,Container,2023-06-23 07:00:00,2023-06-23 11:00:00,2023-06-25 16:00:00,5,102606,286
VSL139160,Container,2023-06-23 08:00:00,2023-06-23 18:00:00,2023-06-24 15:00:00,9,91413,203
VSL139161,Tanker,2023-06-23 09:00:00,2023-06-23 09:00:00,2023-06-25 04:00:00,9,71364,192
VSL139162,Container,2023-06-23 10:00:00,2023-06-23 11:00:00,2023-06-24 15:00:00,18,147150,295
VSL139163,Container,2023-06-23 11:00:00,2023-06-23 12:00:00,2023-06-25 12:00:00,4,148339,227
VSL139164,Tanker,2023-06-23 12:00:00,2023-06-23 23:00:00,2023-06-25 05:00:00,9,111242,250
VSL139165,Tanker,2023-06-23 13:00:00,2023-06-23 16:00:00,2023-06-25 02:00:00,11,164963,323
VSL139166,Container,2023-06-23 14:00:00,2023-06-23 19:00:00,2023-06-25 09:00:00,13,39279,171
VSL139167,Tanker,2023-06-23 15:00:00,2023-06-23 22:00:00,2023-06-26 08:00:00,23,85829,292
VSL139168,Container,2023-06-23 16:00:00,2023-06-23 18:00:00,2023-06-26 12:00:00,14,149746,238
VSL139169,Container,2023-06-23 17:00:00,2023-06-24 02:00:00,2023-06-24 17:00:00,15,111791,326
VSL139170,Container,2023-06-23 18:00:00,2023-06-24 03:00:00,2023-06-25 16:00:00,21,164447,237
VSL139171,Container,2023-06-23 19:00:00,2023-06-24 00:00:00,2023-06-26 10:00:00,18,159098,196
VSL139172,Tanker,2023-06-23 20:00:00,2023-06-23 23:00:00,2023-06-25 11:00:00,9,147833,178
VSL139173,Tanker,2023-06-23 21:00:00,2023-06-24 04:00:00,2023-06-26 17:00:00,2,94630,359
VSL139174,Bulk,2023-06-23 22:00:00,2023-06-24 06:00:00,2023-06-26 12:00:00,23,23863,248
VSL139175,Tanker,2023-06-23 23:00:00,2023-06-24 07:00:00,2023-06-25 17:00:00,14,134744,338
VSL139176,Bulk,2023-06-24 00:00:00,2023-06-24 11:00:00,2023-06-25 07:00:00,11,105214,162
VSL139177,Container,2023-06-24 01:00:00,2023-06-24 06:00:00,2023-06-26 00:00:00,20,123749,179
VSL139178,Tanker,2023-06-24 02:00:00,2023-06-24 03:00:00,2023-06-26 21:00:00,24,76424,262
VSL139179,Container,2023-06-24 03:00:00,2023-06-24 04:00:00,2023-06-25 18:00:00,7,75069,156
VSL139180,Bulk,2023-06-24 04:00:00,2023-06-24 13:00:00,2023-06-25 16:00:00,14,64031,265
VSL139181,Tanker,2023-06-24 05:00:00,2023-06-24 13:00:00,2023-06-26 10:00:00,8,87282,260
VSL139182,Tanker,2023-06-24 06:00:00,2023-06-24 10:00:00,2023-06-25 18:00:00,20,175495,172
VSL139183,Tanker,2023-06-24 07:00:00,2023-06-24 13:00:00,2023-06-26 03:00:00,7,33057,222
VSL139184,Tanker,2023-06-24 08:00:00,2023-06-24 13:00:00,2023-06-26 02:00:00,19,160821,344
VSL139185,Container,2023-06-24 09:00:00,2023-06-24 17:00:00,2023-06-26 11:00:00,5,115122,312
VSL139186,Tanker,2023-06-24 10:00:00,2023-06-24 14:00:00,2023-06-26 23:00:00,18,21713,293
VSL139187,Bulk,2023-06-24 11:00:00,2023-06-24 18:00:00,2023-06-27 06:00:00,8,170232,159
VSL139188,Tanker,2023-06-24 12:00:00,2023-06-24 15:00:00,2023-06-27 01:00:00,18,123191,363
VSL139189,Bulk,2023-06-24 13:00:00,2023-06-24 19:00:00,2023-06-26 11:00:00,7,172633,349
VSL139190,Bulk,2023-06-24 14:00:00,2023-06-24 22:00:00,2023-06-26 05:00:00,24,45874,194
VSL139191,Container,2023-06-24 15:00:00,2023-06-24 16:00:00,2023-06-27 12:00:00,22,163940,226
VSL139192,Tanker,2023-06-24 16:00:00,2023-06-25 00:00:00,2023-06-26 15:00:00,20,141740,341
VSL139193,Bulk,2023-06-24 17:00:00,2023-06-25 04:00:00,2023-06-27 12:00:00,20,130027,301
VSL139194,Tanker,2023-06-24 18:00:00,2023-06-25 01:00:00,2023-06-26 09:00:00,6,158080,386
VSL139195,Container,2023-06-24 19:00:00,2023-06-25 04:00:00,2023-06-26 10:00:00,8,51976,164
VSL139196,Container,2023-06-24 20:00:00,2023-06-24 20:00:00,2023-06-26 06:00:00,15,75258,368
VSL139197,Tanker,2023-06-24 21:00:00,2023-06-25 06:00:00,2023-06-26 22:00:00,22,59692,266
VSL139198,Bulk,2023-06-24 22:00:00,2023-06-25 04:00:00,2023-06-26 13:00:00,3,115080,395
VSL139199,Container,2023-06-24 23:00:00,2023-06-25 10:00:00,2023-06-27 15:00:00,10,160120,201
VSL139200,Bulk,2023-06-25 00:00:00,2023-06-25 04:00:00,2023-06-26 14:00:00,13,90658,294
VSL139201,Bulk,2023-06-25 01:00:00,2023-06-25 05:00:00,2023-06-26 18:00:00,20,36979,212
VSL139202,Tanker,2023-06-25 02:00:00,2023-06-25 08:00:00,2023-06-27 17:00:00,5,164130,393
VSL139203,Container,2023-06-25 03:00:00,2023-06-25 13:00:00,2023-06-26 20:00:00,3,129414,215
VSL139204,Tanker,2023-06-25 04:00:00,2023-06-25 13:00:00,2023-06-27 14:00:00,5,112795,276
VSL139205,Tanker,2023-06-25 05:00:00,2023-06-25 08:00:00,2023-06-26 09:00:00,24,84370,378
VSL139206,Tanker,2023-06-25 06:00:00,2023-06-25 06:00:00,2023-06-26 07:00:00,20,178222,241
VSL139207,Bulk,2023-06-25 07:00:00,2023-06-25 12:00:00,2023-06-27 12:00:00,23,63623,174
VSL139208,Tanker,2023-06-25 08:00:00,2023-06-25 08:00:00,2023-06-27 14:00:00,12,55081,379
VSL139209,Container,2023-06-25 09:00:00,2023-06-25 19:00:00,2023-06-27 09:00:00,17,78942,371
VSL139210,Bulk,2023-06-25 10:00:00,2023-06-25 10:00:00,2023-06-28 04:00:00,23,75629,223
VSL139211,Tanker,2023-06-25 11:00:00,2023-06-25 22:00:00,2023-06-27 17:00:00,17,168679,347
VSL139212,Container,2023-06-25 12:00:00,2023-06-25 19:00:00,2023-06-27 06:00:00,18,121986,266
VSL139213,Tanker,2023-06-25 13:00:00,2023-06-25 16:00:00,2023-06-27 22:00:00,16,56740,191
VSL139214,Tanker,2023-06-25 14:00:00,2023-06-25 18:00:00,2023-06-27 07:00:00,1,100930,373
VSL139215,Tanker,2023-06-25 15:00:00,2023-06-26 00:00:00,2023-06-28 05:00:00,19,64603,255
VSL139216,Bulk,2023-06-25 16:00:00,2023-06-26 01:00:00,2023-06-28 15:00:00,12,123346,329
VSL139217,Tanker,2023-06-25 17:00:00,2023-06-25 17:00:00,2023-06-28 01:00:00,13,112252,223
VSL139218,Container,2023-06-25 18:00:00,2023-06-26 03:00:00,2023-06-28 14:00:00,8,20785,350
VSL139219,Tanker,2023-06-25 19:00:00,2023-06-26 01:00:00,2023-06-26 21:00:00,24,135642,372
VSL139220,Tanker,2023-06-25 20:00:00,2023-06-26 06:00:00,2023-06-27 13:00:00,12,36932,294
VSL139221,Bulk,2023-06-25 21:00:00,2023-06-25 22:00:00,2023-06-28 08:00:00,7,131671,206
VSL139222,Tanker,2023-06-25 22:00:00,2023-06-26 03:00:00,2023-06-27 23:00:00,7,88457,320
VSL139223,Container,2023-06-25 23:00:00,2023-06-26 07:00:00,2023-06-28 02:00:00,16,36927,351
VSL139224,Container,2023-06-26 00:00:00,2023-06-26 01:00:00,2023-06-28 07:00:00,5,151792,255
VSL139225,Tanker,2023-06-26 01:00:00,2023-06-26 06:00:00,2023-06-28 13:00:00,11,152443,379
VSL139226,Container,2023-06-26 02:00:00,2023-06-26 13:00:00,2023-06-27 08:00:00,13,68672,192
VSL139227,Container,2023-06-26 03:00:00,2023-06-26 14:00:00,2023-06-28 06:00:00,1,145877,347
VSL139228,Tanker,2023-06-26 04:00:00,2023-06-26 08:00:00,2023-06-28 11:00:00,20,25669,176
VSL139229,Container,2023-06-26 05:00:00,2023-06-26 06:00:00,2023-06-28 21:00:00,6,76601,187
VSL139230,Container,2023-06-26 06:00:00,2023-06-26 14:00:00,2023-06-28 17:00:00,4,109960,384
VSL139231,Tanker,2023-06-26 07:00:00,2023-06-26 08:00:00,2023-06-28 04:00:00,16,66039,270
VSL139232,Bulk,2023-06-26 08:00:00,2023-06-26 08:00:00,2023-06-27 16:00:00,18,158004,283
VSL139233,Bulk,2023-06-26 09:00:00,2023-06-26 17:00:00,2023-06-28 01:00:00,2,133229,277
VSL139234,Tanker,2023-06-26 10:00:00,2023-06-26 18:00:00,2023-06-27 19:00:00,12,37887,363
VSL139235,Bulk,2023-06-26 11:00:00,2023-06-26 19:00:00,2023-06-28 13:00:00,18,152063,242
VSL139236,Bulk,2023-06-26 12:00:00,2023-06-26 19:00:00,2023-06-28 04:00:00,7,72825,228
VSL139237,Bulk,2023-06-26 13:00:00,2023-06-26 16:00:00,2023-06-28 20:00:00,21,127314,324
VSL139238,Bulk,2023-06-26 14:00:00,2023-06-26 22:00:00,2023-06-29 09:00:00,12,74481,212
VSL139239,Tanker,2023-06-26 15:00:00,2023-06-26 16:00:00,2023-06-29 08:00:00,2,172257,264
VSL139240,Bulk,2023-06-26 16:00:00,2023-06-26 16:00:00,2023-06-28 02:00:00,9,111826,343
VSL139241,Bulk,2023-06-26 17:00:00,2023-06-27 04:00:00,2023-06-29 13:00:00,2,58145,167
VSL139242,Tanker,2023-06-26 18:00:00,2023-06-27 03:00:00,2023-06-28 18:00:00,12,65933,341
VSL139243,Tanker,2023-06-26 19:00:00,2023-06-27 01:00:00,2023-06-28 11:00:00,23,59713,338
VSL139244,Bulk,2023-06-26 20:00:00,2023-06-27 01:00:00,2023-06-28 22:00:00,17,163356,223
VSL139245,Container,2023-06-26 21:00:00,2023-06-26 23:00:00,2023-06-28 11:00:00,6,179031,150
VSL139246,Tanker,2023-06-26 22:00:00,2023-06-26 23:00:00,2023-06-28 02:00:00,22,69530,290
VSL139247,Tanker,2023-06-26 23:00:00,2023-06-27 06:00:00,2023-06-29 17:00:00,5,79695,201
VSL139248,Bulk,2023-06-27 00:00:00,2023-06-27 03:00:00,2023-06-28 12:00:00,23,134248,354
VSL139249,Container,2023-06-27 01:00:00,2023-06-27 06:00:00,2023-06-28 06:00:00,16,147649,272
VSL139250,Tanker,2023-06-27 02:00:00,2023-06-27 05:00:00,2023-06-29 19:00:00,11,131961,374
VSL139251,Tanker,2023-06-27 03:00:00,2023-06-27 13:00:00,2023-06-28 22:00:00,16,150860,300
VSL139252,Tanker,2023-06-27 04:00:00,2023-06-27 12:00:00,2023-06-28 06:00:00,15,72455,310
VSL139253,Container,2023-06-27 05:00:00,2023-06-27 16:00:00,2023-06-29 08:00:00,8,117477,312
VSL139254,Tanker,2023-06-27 06:00:00,2023-06-27 10:00:00,2023-06-28 08:00:00,14,114987,186
VSL139255,Tanker,2023-06-27 07:00:00,2023-06-27 12:00:00,2023-06-29 15:00:00,2,161576,323
VSL139256,Container,2023-06-27 08:00:00,2023-06-27 16:00:00,2023-06-28 09:00:00,3,28073,295
VSL139257,Tanker,2023-06-27 09:00:00,2023-06-27 14:00:00,2023-06-29 21:00:00,24,124574,268
VSL139258,Container,2023-06-27 10:00:00,2023-06-27 11:00:00,2023-06-29 14:00:00,5,171997,189
VSL139259,Container,2023-06-27 11:00:00,2023-06-27 21:00:00,2023-06-29 00:00:00,22,42513,251
VSL139260,Container,2023-06-27 12:00:00,2023-06-27 12:00:00,2023-06-28 18:00:00,4,122948,199
VSL139261,Bulk,2023-06-27 13:00:00,2023-06-27 21:00:00,2023-06-30 08:00:00,17,59666,213
VSL139262,Tanker,2023-06-27 14:00:00,2023-06-27 15:00:00,2023-06-28 17:00:00,12,164656,237
VSL139263,Tanker,2023-06-27 15:00:00,2023-06-27 16:00:00,2023-06-29 11:00:00,8,71356,165
VSL139264,Tanker,2023-06-27 16:00:00,2023-06-27 19:00:00,2023-06-29 16:00:00,11,172288,282
VSL139265,Container,2023-06-27 17:00:00,2023-06-28 02:00:00,2023-06-29 01:00:00,4,172918,161
VSL139266,Bulk,2023-06-27 18:00:00,2023-06-28 03:00:00,2023-06-29 05:00:00,9,42531,365
VSL139267,Container,2023-06-27 19:00:00,2023-06-27 21:00:00,2023-06-29 06:00:00,18,75933,385
VSL139268,Tanker,2023-06-27 20:00:00,2023-06-28 02:00:00,2023-06-29 00:00:00,8,43203,324
VSL139269,Container,2023-06-27 21:00:00,2023-06-28 03:00:00,2023-06-30 01:00:00,6,161429,282
VSL139270,Bulk,2023-06-27 22:00:00,2023-06-28 00:00:00,2023-06-30 00:00:00,8,48894,283
VSL139271,Tanker,2023-06-27 23:00:00,2023-06-28 01:00:00,2023-06-30 13:00:00,12,83187,307
VSL139272,Container,2023-06-28 00:00:00,2023-06-28 08:00:00,2023-06-29 19:00:00,16,76075,196
VSL139273,Bulk,2023-06-28 01:00:00,2023-06-28 07:00:00,2023-06-30 05:00:00,4,72611,298
VSL139274,Container,2023-06-28 02:00:00,2023-06-28 04:00:00,2023-06-29 20:00:00,17,48521,325
VSL139275,Container,2023-06-28 03:00:00,2023-06-28 05:00:00,2023-06-30 14:00:00,13,158044,156
VSL139276,Tanker,2023-06-28 04:00:00,2023-06-28 06:00:00,2023-06-30 12:00:00,18,35990,228
VSL139277,Bulk,2023-06-28 05:00:00,2023-06-28 13:00:00,2023-06-29 12:00:00,11,38062,362
VSL139278,Container,2023-06-28 06:00:00,2023-06-28 13:00:00,2023-06-30 11:00:00,17,112810,275
VSL139279,Bulk,2023-06-28 07:00:00,2023-06-28 13:00:00,2023-06-30 16:00:00,9,60353,234
VSL139280,Tanker,2023-06-28 08:00:00,2023-06-28 15:00:00,2023-06-30 14:00:00,5,123444,159
VSL139281,Tanker,2023-06-28 09:00:00,2023-06-28 09:00:00,2023-06-29 09:00:00,22,65010,265
VSL139282,Tanker,2023-06-28 10:00:00,2023-06-28 18:00:00,2023-06-30 20:00:00,24,113537,176
VSL139283,Bulk,2023-06-28 11:00:00,2023-06-28 15:00:00,2023-06-30 05:00:00,14,115906,321
VSL139284,Bulk,2023-06-28 12:00:00,2023-06-28 16:00:00,2023-07-01 09:00:00,3,31985,398
VSL139285,Container,2023-06-28 13:00:00,2023-06-28 17:00:00,2023-06-30 06:00:00,16,114701,387
VSL139286,Bulk,2023-06-28 14:00:00,2023-06-28 22:00:00,2023-07-01 11:00:00,18,54379,382
VSL139287,Tanker,2023-06-28 15:00:00,2023-06-28 19:00:00,2023-06-30 07:00:00,3,124462,342
VSL139288,Container,2023-06-28 16:00:00,2023-06-28 17:00:00,2023-07-01 09:00:00,14,29705,270
VSL139289,Bulk,2023-06-28 17:00:00,2023-06-28 22:00:00,2023-06-30 23:00:00,22,39455,244
VSL139290,Tanker,2023-06-28 18:00:00,2023-06-29 00:00:00,2023-06-30 13:00:00,16,144489,316
VSL139291,Tanker,2023-06-28 19:00:00,2023-06-29 05:00:00,2023-06-30 23:00:00,17,28852,183
VSL139292,Container,2023-06-28 20:00:00,2023-06-29 02:00:00,2023-07-01 10:00:00,2,131745,351
VSL139293,Tanker,2023-06-28 21:00:00,2023-06-29 03:00:00,2023-07-01 15:00:00,8,155954,199
VSL139294,Bulk,2023-06-28 22:00:00,2023-06-29 08:00:00,2023-06-30 18:00:00,24,105263,236
VSL139295,Tanker,2023-06-28 23:00:00,2023-06-29 00:00:00,2023-06-30 07:00:00,22,72901,372
VSL139296,Container,2023-06-29 00:00:00,2023-06-29 05:00:00,2023-07-01 05:00:00,24,132126,211
VSL139297,Tanker,2023-06-29 01:00:00,2023-06-29 09:00:00,2023-07-01 09:00:00,14,98178,341
VSL139298,Tanker,2023-06-29 02:00:00,2023-06-29 02:00:00,2023-06-30 19:00:00,14,160962,361
VSL139299,Bulk,2023-06-29 03:00:00,2023-06-29 05:00:00,2023-06-30 12:00:00,15,89125,283
VSL139300,Bulk,2023-06-29 04:00:00,2023-06-29 15:00:00,2023-06-30 04:00:00,24,42502,320
VSL139301,Bulk,2023-06-29 05:00:00,2023-06-29 10:00:00,2023-07-01 08:00:00,5,36909,381
VSL139302,Bulk,2023-06-29 06:00:00,2023-06-29 12:00:00,2023-07-01 14:00:00,15,136443,366
VSL139303,Tanker,2023-06-29 07:00:00,2023-06-29 08:00:00,2023-07-01 21:00:00,16,107112,195
VSL139304,Bulk,2023-06-29 08:00:00,2023-06-29 17:00:00,2023-07-01 01:00:00,4,22781,331
VSL139305,Tanker,2023-06-29 09:00:00,2023-06-29 16:00:00,2023-07-02 03:00:00,23,120770,386
VSL139306,Bulk,2023-06-29 10:00:00,2023-06-29 20:00:00,2023-07-02 06:00:00,14,65417,325
VSL139307,Bulk,2023-06-29 11:00:00,2023-06-29 16:00:00,2023-06-30 19:00:00,10,75192,394
VSL139308,Bulk,2023-06-29 12:00:00,2023-06-29 23:00:00,2023-07-01 15:00:00,17,78530,344
VSL139309,Tanker,2023-06-29 13:00:00,2023-06-29 21:00:00,2023-07-01 11:00:00,11,49473,355
VSL139310,Bulk,2023-06-29 14:00:00,2023-06-29 22:00:00,2023-07-01 15:00:00,7,55586,359
VSL139311,Tanker,2023-06-29 15:00:00,2023-06-29 23:00:00,2023-07-02 09:00:00,8,55558,334
VSL139312,Bulk,2023-06-29 16:00:00,2023-06-30 00:00:00,2023-07-02 00:00:00,19,73078,242
VSL139313,Bulk,2023-06-29 17:00:00,2023-06-29 18:00:00,2023-07-01 12:00:00,15,138792,352
VSL139314,Container,2023-06-29 18:00:00,2023-06-30 03:00:00,2023-07-01 09:00:00,24,41527,166
VSL139315,Bulk,2023-06-29 19:00:00,2023-06-30 04:00:00,2023-07-01 13:00:00,22,92788,324
VSL139316,Tanker,2023-06-29 20:00:00,2023-06-30 02:00:00,2023-07-02 03:00:00,3,146470,355
VSL139317,Container,2023-06-29 21:00:00,2023-06-30 01:00:00,2023-07-01 07:00:00,13,109051,223
VSL139318,Tanker,2023-06-29 22:00:00,2023-06-30 06:00:00,2023-07-02 19:00:00,14,41747,251
VSL139319,Tanker,2023-06-29 23:00:00,2023-06-29 23:00:00,2023-07-02 18:00:00,6,95618,296
VSL139320,Container,2023-06-30 00:00:00,2023-06-30 09:00:00,2023-07-02 15:00:00,6,66865,300
VSL139321,Bulk,2023-06-30 01:00:00,2023-06-30 07:00:00,2023-07-02 23:00:00,20,117469,286
VSL139322,Container,2023-06-30 02:00:00,2023-06-30 11:00:00,2023-07-02 03:00:00,21,70813,229
VSL139323,Tanker,2023-06-30 03:00:00,2023-06-30 07:00:00,2023-07-01 03:00:00,21,50621,261
VSL139324,Bulk,2023-06-30 04:00:00,2023-06-30 14:00:00,2023-07-02 17:00:00,22,87889,379
VSL139325,Container,2023-06-30 05:00:00,2023-06-30 13:00:00,2023-07-01 16:00:00,22,179635,307
VSL139326,Tanker,2023-06-30 06:00:00,2023-06-30 12:00:00,2023-07-01 14:00:00,19,132401,206
VSL139327,Bulk,2023-06-30 07:00:00,2023-06-30 10:00:00,2023-07-01 14:00:00,15,177305,182
VSL139328,Tanker,2023-06-30 08:00:00,2023-06-30 18:00:00,2023-07-02 14:00:00,2,88380,238
VSL139329,Bulk,2023-06-30 09:00:00,2023-06-30 16:00:00,2023-07-02 04:00:00,1,122144,364
VSL139330,Bulk,2023-06-30 10:00:00,2023-06-30 18:00:00,2023-07-02 04:00:00,1,72005,174
VSL139331,Container,2023-06-30 11:00:00,2023-06-30 19:00:00,2023-07-02 18:00:00,24,86408,227
VSL139332,Bulk,2023-06-30 12:00:00,2023-06-30 21:00:00,2023-07-01 16:00:00,20,170664,370
VSL139333,Tanker,2023-06-30 13:00:00,2023-06-30 16:00:00,2023-07-02 19:00:00,13,98723,190
VSL139334,Bulk,2023-06-30 14:00:00,2023-06-30 19:00:00,2023-07-02 11:00:00,21,138050,160
VSL139335,Tanker,2023-06-30 15:00:00,2023-06-30 18:00:00,2023-07-02 10:00:00,8,133312,175
VSL139336,Bulk,2023-06-30 16:00:00,2023-06-30 16:00:00,2023-07-02 03:00:00,16,137904,169
VSL139337,Bulk,2023-06-30 17:00:00,2023-06-30 22:00:00,2023-07-02 11:00:00,10,126305,226
VSL139338,Container,2023-06-30 18:00:00,2023-07-01 01:00:00,2023-07-03 06:00:00,12,125276,276
VSL139339,Bulk,2023-06-30 19:00:00,2023-07-01 00:00:00,2023-07-01 20:00:00,23,104139,339
VSL139340,Bulk,2023-06-30 20:00:00,2023-07-01 07:00:00,2023-07-01 23:00:00,20,61865,298
VSL139341,Tanker,2023-06-30 21:00:00,2023-06-30 23:00:00,2023-07-03 02:00:00,12,176263,241
VSL139342,Tanker,2023-06-30 22:00:00,2023-07-01 05:00:00,2023-07-02 20:00:00,16,162126,328
VSL139343,Tanker,2023-06-30 23:00:00,2023-07-01 08:00:00,2023-07-02 19:00:00,23,84273,168
VSL139344,Bulk,2023-07-01 00:00:00,2023-07-01 08:00:00,2023-07-02 04:00:00,3,166176,387
VSL139345,Tanker,2023-07-01 01:00:00,2023-07-01 01:00:00,2023-07-02 07:00:00,22,86400,242
VSL139346,Tanker,2023-07-01 02:00:00,2023-07-01 12:00:00,2023-07-02 13:00:00,2,79772,172
VSL139347,Bulk,2023-07-01 03:00:00,2023-07-01 13:00:00,2023-07-03 19:00:00,6,47522,292
VSL139348,Tanker,2023-07-01 04:00:00,2023-07-01 09:00:00,2023-07-02 14:00:00,22,76714,190
VSL139349,Container,2023-07-01 05:00:00,2023-07-01 14:00:00,2023-07-04 02:00:00,15,137898,180
VSL139350,Container,2023-07-01 06:00:00,2023-07-01 13:00:00,2023-07-02 19:00:00,3,91373,294
VSL139351,Tanker,2023-07-01 07:00:00,2023-07-01 08:00:00,2023-07-03 21:00:00,9,36258,175
VSL139352,Tanker,2023-07-01 08:00:00,2023-07-01 11:00:00,2023-07-02 10:00:00,21,101071,385
VSL139353,Tanker,2023-07-01 09:00:00,2023-07-01 09:00:00,2023-07-03 07:00:00,5,82253,321
VSL139354,Bulk,2023-07-01 10:00:00,2023-07-01 13:00:00,2023-07-02 12:00:00,1,82959,323
VSL139355,Container,2023-07-01 11:00:00,2023-07-01 12:00:00,2023-07-03 22:00:00,20,26995,285
VSL139356,Container,2023-07-01 12:00:00,2023-07-01 14:00:00,2023-07-04 02:00:00,1,27571,276
VSL139357,Tanker,2023-07-01 13:00:00,2023-07-01 16:00:00,2023-07-03 12:00:00,1,124442,169
VSL139358,Tanker,2023-07-01 14:00:00,2023-07-01 16:00:00,2023-07-04 06:00:00,13,70078,398
VSL139359,Bulk,2023-07-01 15:00:00,2023-07-01 20:00:00,2023-07-03 23:00:00,7,125856,191
VSL139360,Bulk,2023-07-01 16:00:00,2023-07-01 22:00:00,2023-07-03 23:00:00,5,89930,219
VSL139361,Container,2023-07-01 17:00:00,2023-07-02 03:00:00,2023-07-03 22:00:00,8,120643,239
VSL139362,Bulk,2023-07-01 18:00:00,2023-07-02 00:00:00,2023-07-04 05:00:00,20,38502,325
VSL139363,Container,2023-07-01 19:00:00,2023-07-01 19:00:00,2023-07-02 21:00:00,9,128673,348
VSL139364,Tanker,2023-07-01 20:00:00,2023-07-02 00:00:00,2023-07-03 01:00:00,12,41062,176
VSL139365,Tanker,2023-07-01 21:00:00,2023-07-01 23:00:00,2023-07-04 04:00:00,10,159047,358
VSL139366,Container,2023-07-01 22:00:00,2023-07-02 09:00:00,2023-07-03 03:00:00,14,55621,282
VSL139367,Tanker,2023-07-01 23:00:00,2023-07-01 23:00:00,2023-07-04 17:00:00,20,166427,391
VSL139368,Bulk,2023-07-02 00:00:00,2023-07-02 00:00:00,2023-07-03 03:00:00,14,41764,242
VSL139369,Tanker,2023-07-02 01:00:00,2023-07-02 02:00:00,2023-07-03 04:00:00,2,96138,240
VSL139370,Tanker,2023-07-02 02:00:00,2023-07-02 11:00:00,2023-07-03 14:00:00,14,172191,333
VSL139371,Container,2023-07-02 03:00:00,2023-07-02 10:00:00,2023-07-04 21:00:00,19,77655,266
VSL139372,Bulk,2023-07-02 04:00:00,2023-07-02 07:00:00,2023-07-03 06:00:00,3,88414,229
VSL139373,Bulk,2023-07-02 05:00:00,2023-07-02 14:00:00,2023-07-04 15:00:00,1,99205,271
VSL139374,Tanker,2023-07-02 06:00:00,2023-07-02 08:00:00,2023-07-05 01:00:00,18,57343,198
VSL139375,Tanker,2023-07-02 07:00:00,2023-07-02 14:00:00,2023-07-05 05:00:00,14,87836,253
VSL139376,Bulk,2023-07-02 08:00:00,2023-07-02 09:00:00,2023-07-03 23:00:00,18,121389,302
VSL139377,Bulk,2023-07-02 09:00:00,2023-07-02 17:00:00,2023-07-04 08:00:00,24,163752,207
VSL139378,Container,2023-07-02 10:00:00,2023-07-02 13:00:00,2023-07-05 01:00:00,19,166714,289
VSL139379,Tanker,2023-07-02 11:00:00,2023-07-02 21:00:00,2023-07-04 10:00:00,19,71080,288
VSL139380,Tanker,2023-07-02 12:00:00,2023-07-02 20:00:00,2023-07-05 09:00:00,19,116873,161
VSL139381,Bulk,2023-07-02 13:00:00,2023-07-02 13:00:00,2023-07-04 12:00:00,12,162142,364
VSL139382,Container,2023-07-02 14:00:00,2023-07-02 18:00:00,2023-07-05 03:00:00,16,58844,339
VSL139383,Bulk,2023-07-02 15:00:00,2023-07-03 00:00:00,2023-07-03 19:00:00,22,157512,231
VSL139384,Tanker,2023-07-02 16:00:00,2023-07-02 22:00:00,2023-07-04 10:00:00,20,105591,179
VSL139385,Tanker,2023-07-02 17:00:00,2023-07-03 03:00:00,2023-07-03 23:00:00,2,135272,307
VSL139386,Tanker,2023-07-02 18:00:00,2023-07-02 21:00:00,2023-07-04 23:00:00,4,68782,154
VSL139387,Tanker,2023-07-02 19:00:00,2023-07-03 06:00:00,2023-07-04 19:00:00,14,89395,241
VSL139388,Container,2023-07-02 20:00:00,2023-07-03 07:00:00,2023-07-03 20:00:00,19,53647,218
VSL139389,Tanker,2023-07-02 21:00:00,2023-07-03 01:00:00,2023-07-03 22:00:00,7,38897,218
VSL139390,Bulk,2023-07-02 22:00:00,2023-07-03 08:00:00,2023-07-04 05:00:00,10,96557,296
VSL139391,Container,2023-07-02 23:00:00,2023-07-03 07:00:00,2023-07-04 02:00:00,16,153101,199
